FID,OBJECTID,GEOID10,ALAND10,AWATER10,POP100,HU100,Type,Res,BG_ID_10,CT_ID_10,BOSNA_R_ID,NSA_NAME,BRA_PD_ID,BRA_PD,ZIPCODE,City_Counc,WARD,ISD_Nbhd,Police_Dis,Fire_Distr,PWD,Shape_Leng,Shape_Area
547,548,250250007042,42459,0,770,422,R,1,250250007042,25025000704,4,Commonwealth - Kelton St,8,Allston/Brighton,2134,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.014573285,4.63898E-06
548,549,250250007043,39100,0,1135,644,R,1,250250007043,25025000704,4,Commonwealth - Kelton St,8,Allston/Brighton,2134,9,21,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.009626932,4.27199E-06
549,550,250250008022,241590,0,2290,888,R,1,250250008022,25025000802,1,Allston,8,Allston/Brighton,2134,9,22,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.022880713,2.63982E-05
550,551,250250101032,39553,0,1144,52,I,0,250250101032,25025010103,32,Kenmore,7,Fenway/Kenmore,2215,8,5,Fenway/Kenmore,4,4,1-10A: Kenmore/Fenway/Mission Hill,0.009141414,4.32153E-06
551,552,250250008024,319744,0,1903,667,I,0,250250008024,25025000802,1,Allston,8,Allston/Brighton,2134,9,22,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.03047509,3.4941E-05
552,553,250250008023,155235,0,817,257,R,1,250250008023,25025000802,1,Allston,8,Allston/Brighton,2134,9,22,Allston/Brighton,14,11,2-04:  Allston/Brighton,0.023529153,1.69633E-05
553,554,250259812011,786643,1328333,0,0,P,0,250259812011,25025981201,61,Columbus Park/Andrew Sq,3,South Boston,2127,2,7,South Boston,6,6,3-05:  South Boston,0.120169344,0.000231017
554,555,250250512002,104430,0,1548,692,R,1,250250512002,25025051200,30,Jeffries Point/Airport,1,East Boston,2128,1,1,East Boston,7,1,1-09:  East Boston,0.017275141,1.14128E-05
555,556,250250512003,73740,0,799,449,R,1,250250512003,25025051200,30,Jeffries Point/Airport,1,East Boston,2128,1,1,East Boston,7,1,1-09:  East Boston,0.017234823,8.05869E-06
556,557,250259812021,1594870,933939,207,0,I,0,250259812021,25025981202,62,D Street/West Broadway,3,South Boston,2210,2,6,South Boston,6,6,3-05:  South Boston,0.099122847,0.000276267
557,558,250250512001,233928,496108,32,19,R,1,250250512001,25025051200,30,Jeffries Point/Airport,1,East Boston,2128,1,1,East Boston,7,1,1-09:  East Boston,0.059934509,7.97797E-05
